id,area,beds,baths,detail_url,image_urls,key_house
2056081421,0.0,0,0,https://www.zillow.com/homedetails/18419-Pacific-Coast-Hwy-Malibu-CA-90265/2056081421_zpid/,https://photos.zillowstatic.com/fp/59d97cca1587492b89d5c6f4acfb2345-p_e.jpg,73
17008186,1873.0,4,3,https://www.zillow.com/homedetails/4305-Elma-Ln-La-Mesa-CA-91942/17008186_zpid/,https://photos.zillowstatic.com/fp/8739e5b3921d6233f9a00bb0dbb8d442-p_e.jpg,74
17940117,1265.0,3,2,https://www.zillow.com/homedetails/22703-Valley-Vista-Cir-Wildomar-CA-92595/17940117_zpid/,https://photos.zillowstatic.com/fp/7727168f33026c5195b55ed699ce259e-p_e.jpg,75
16625066,1106.0,2,2,https://www.zillow.com/homedetails/1888-Timber-Trl-Vista-CA-92081/16625066_zpid/,https://photos.zillowstatic.com/fp/702b93c9f95cc7216dba1f958f411abd-p_e.jpg,76
25740368,843.0,1,1,https://www.zillow.com/homedetails/16512-Blackbeard-Ln-APT-106-Huntington-Beach-CA-92649/25740368_zpid/,https://photos.zillowstatic.com/fp/4d79e97069c4987700a7906c29834911-p_e.jpg,77
15863809,609.0,1,1,https://www.zillow.com/homedetails/3743-Chanate-Rd-Santa-Rosa-CA-95404/15863809_zpid/,https://photos.zillowstatic.com/fp/5d868c5a7c8d34fcedd82648634f67bb-p_e.jpg,78
18097321,1210.0,3,2,https://www.zillow.com/homedetails/66087-Avenida-Cadena-Desert-Hot-Springs-CA-92240/18097321_zpid/,https://photos.zillowstatic.com/fp/8e982e96c7da262ff44bcc21b9c76480-p_e.jpg,79
79802501,3708.0,4,3,https://www.zillow.com/homedetails/2721-Woodbine-Ter-Palmdale-CA-93551/79802501_zpid/,https://photos.zillowstatic.com/fp/2ea3d65cb8e9364666e50c1ff5da3c80-p_e.jpg,80
16292132,1708.0,5,3,https://www.zillow.com/homedetails/212-E-Putnam-Ave-Porterville-CA-93257/16292132_zpid/,https://photos.zillowstatic.com/fp/d4a631f0b109882174aeb858577c8f76-p_e.jpg,81
17432231,1023.0,2,2,https://www.zillow.com/homedetails/15798-Bleriot-St-Hesperia-CA-92345/17432231_zpid/,https://photos.zillowstatic.com/fp/98ec9dfbfac9cc1f4f59404555809dd3-p_e.jpg,82
25108162,743.0,2,1,https://www.zillow.com/homedetails/324-N-Valencia-St-La-Habra-CA-90631/25108162_zpid/,https://photos.zillowstatic.com/fp/e9f3ba60ca0f4a8b0c6ca977287d72eb-p_e.jpg,83
18972390,686.0,1,1,https://www.zillow.com/homedetails/3936-Park-View-Trl-Frazier-Park-CA-93225/18972390_zpid/,https://photos.zillowstatic.com/fp/04385d3e97ac6b40be27dcce2c17250f-p_e.jpg,84
2106064065,0.0,0,0,https://www.zillow.com/homedetails/0-Myrtle-St-Half-Moon-Bay-CA-94019/2106064065_zpid/,https://photos.zillowstatic.com/fp/f56336a235c4745353b687d768bd5364-p_e.jpg,85
25875348,1479.0,3,2,https://www.zillow.com/homedetails/145-Cerrito-Dr-Folsom-CA-95630/25875348_zpid/,https://photos.zillowstatic.com/fp/be16ae4a40c36ddccfb98d417c826f0d-p_e.jpg,86
17369230,1566.0,4,2,https://www.zillow.com/homedetails/3195-Dumbarton-Ave-San-Bernardino-CA-92404/17369230_zpid/,https://photos.zillowstatic.com/fp/84bd475dc3bb3c05c115d93aacc525f8-p_e.jpg,87
17795159,1611.0,3,2,https://www.zillow.com/homedetails/13273-March-Way-Corona-CA-92879/17795159_zpid/,https://photos.zillowstatic.com/fp/d1e631710f7f94d54b23e0bc2babe75f-p_e.jpg,88
24959820,1156.0,3,2,https://www.zillow.com/homedetails/18741-Melrose-Ave-Hayward-CA-94541/24959820_zpid/,https://photos.zillowstatic.com/fp/dfb27239737fe549e7b5c0762285713c-p_e.jpg,89
21149237,1133.0,2,2,https://www.zillow.com/homedetails/2832-E-64th-St-Long-Beach-CA-90805/21149237_zpid/,https://photos.zillowstatic.com/fp/76d14bd3a59a840cc6e01dfa60d77527-p_e.jpg,90
17981087,1024.0,2,2,https://www.zillow.com/homedetails/630-Marbella-Ave-Hemet-CA-92543/17981087_zpid/,https://photos.zillowstatic.com/fp/d8d0f6a1ae65bd90ce6fa65aa4d6bec0-p_e.jpg,91
25134762,2189.0,4,5,https://www.zillow.com/homedetails/307-Anade-Ave-Newport-Beach-CA-92661/25134762_zpid/,https://photos.zillowstatic.com/fp/a200a3803a23246c2b38851612cb74a3-p_e.jpg,92
2055874168,0.0,0,0,https://www.zillow.com/homedetails/12303-Keys-Creek-Rd-1-Valley-Center-CA-92082/2055874168_zpid/,https://photos.zillowstatic.com/fp/474919ed970ce6b2a6057936d6fd3997-p_e.jpg,93
331556889,1440.0,3,2,https://www.zillow.com/homedetails/300-Ellis-St-SPC-77-Lake-Elsinore-CA-92530/331556889_zpid/,https://photos.zillowstatic.com/fp/7d1ce7cced5ff65683a63b78fa2a9626-p_e.jpg,94
21237853,655.0,1,1,https://www.zillow.com/homedetails/1260-E-4th-St-APT-3-Long-Beach-CA-90802/21237853_zpid/,https://photos.zillowstatic.com/fp/be858de7c164b110c85a9ac09295aca4-p_e.jpg,95
50894178,2254.0,4,3,https://www.zillow.com/homedetails/4236-Grandview-Dr-Palmdale-CA-93551/50894178_zpid/,https://photos.zillowstatic.com/fp/0c84a92f5bae0967c82a8476bdfba192-p_e.jpg,96
136709657,1428.0,3,2,https://www.zillow.com/homedetails/13691-Gavina-Ave-UNIT-546-Sylmar-CA-91342/136709657_zpid/,https://photos.zillowstatic.com/fp/7013d0ab01bcd474aababc83cce6caa3-p_e.jpg,97
17887308,1800.0,3,2,https://www.zillow.com/homedetails/10380-Stageline-St-Corona-CA-92883/17887308_zpid/,https://photos.zillowstatic.com/fp/a9904598b1d59694a195161eee012029-p_e.jpg,98
